_id,device,error,timestamp,month
66233dc29a8cdfbc2b857731,PH,Error reading,2024-04-20T00:00:02.764687-04:00,April
66233dd19a8cdfbc2b857761,PH,Error reading,2024-04-20T00:00:17.769408-04:00,April
66233de09a8cdfbc2b857791,PH,Error reading,2024-04-20T00:00:32.774775-04:00,April
66233def9a8cdfbc2b8577c1,PH,Error reading,2024-04-20T00:00:47.778506-04:00,April
66233dfe9a8cdfbc2b8577f1,PH,Error reading,2024-04-20T00:01:02.783610-04:00,April
66233e0d9a8cdfbc2b857821,PH,Error reading,2024-04-20T00:01:17.788140-04:00,April
66233e1c9a8cdfbc2b857851,PH,Error reading,2024-04-20T00:01:32.793714-04:00,April
66233e2b9a8cdfbc2b857881,PH,Error reading,2024-04-20T00:01:47.797649-04:00,April
66233e3a9a8cdfbc2b8578b1,PH,Error reading,2024-04-20T00:02:02.802485-04:00,April
66233e499a8cdfbc2b8578e1,PH,Error reading,2024-04-20T00:02:17.807265-04:00,April
66233e589a8cdfbc2b857911,PH,Error reading,2024-04-20T00:02:32.811251-04:00,April
66233e679a8cdfbc2b857941,PH,Error reading,2024-04-20T00:02:47.815294-04:00,April
66233e769a8cdfbc2b857971,PH,Error reading,2024-04-20T00:03:02.820702-04:00,April
66233e859a8cdfbc2b8579a1,PH,Error reading,2024-04-20T00:03:17.824034-04:00,April
66233e949a8cdfbc2b8579d1,PH,Error reading,2024-04-20T00:03:32.828685-04:00,April
66233ea39a8cdfbc2b857a01,PH,Error reading,2024-04-20T00:03:47.832293-04:00,April
66233eb29a8cdfbc2b857a31,PH,Error reading,2024-04-20T00:04:02.838264-04:00,April
66233ec19a8cdfbc2b857a61,PH,Error reading,2024-04-20T00:04:17.842373-04:00,April
66233ed09a8cdfbc2b857a91,PH,Error reading,2024-04-20T00:04:32.848127-04:00,April
66233edf9a8cdfbc2b857ac1,PH,Error reading,2024-04-20T00:04:47.844360-04:00,April
66233eee9a8cdfbc2b857af1,PH,Error reading,2024-04-20T00:05:02.850029-04:00,April
66233efd9a8cdfbc2b857b21,PH,Error reading,2024-04-20T00:05:17.854567-04:00,April
66233f0c9a8cdfbc2b857b51,PH,Error reading,2024-04-20T00:05:32.858261-04:00,April
66233f1b9a8cdfbc2b857b81,PH,Error reading,2024-04-20T00:05:47.865124-04:00,April
66233f2a9a8cdfbc2b857bb1,PH,Error reading,2024-04-20T00:06:02.867598-04:00,April
66233f399a8cdfbc2b857be1,PH,Error reading,2024-04-20T00:06:17.873263-04:00,April
66233f489a8cdfbc2b857c11,PH,Error reading,2024-04-20T00:06:32.876997-04:00,April
66233f579a8cdfbc2b857c41,PH,Error reading,2024-04-20T00:06:47.883111-04:00,April
66233f669a8cdfbc2b857c71,PH,Error reading,2024-04-20T00:07:02.889067-04:00,April
66233f759a8cdfbc2b857ca1,PH,Error reading,2024-04-20T00:07:17.891143-04:00,April
66233f849a8cdfbc2b857cd1,PH,Error reading,2024-04-20T00:07:32.895124-04:00,April
66233f939a8cdfbc2b857d01,PH,Error reading,2024-04-20T00:07:47.966781-04:00,April
66233fa29a8cdfbc2b857d31,PH,Error reading,2024-04-20T00:08:02.906159-04:00,April
66233fb19a8cdfbc2b857d61,PH,Error reading,2024-04-20T00:08:17.913267-04:00,April
66233fc09a8cdfbc2b857d91,PH,Error reading,2024-04-20T00:08:32.917285-04:00,April
66233fcf9a8cdfbc2b857dc1,PH,Error reading,2024-04-20T00:08:47.925469-04:00,April
66233fde9a8cdfbc2b857df1,PH,Error reading,2024-04-20T00:09:02.928230-04:00,April
66233fed9a8cdfbc2b857e21,PH,Error reading,2024-04-20T00:09:17.933097-04:00,April
66233ffc9a8cdfbc2b857e51,PH,Error reading,2024-04-20T00:09:32.937107-04:00,April
6623400b9a8cdfbc2b857e81,PH,Error reading,2024-04-20T00:09:47.941166-04:00,April
6623401a9a8cdfbc2b857eb1,PH,Error reading,2024-04-20T00:10:02.946618-04:00,April
662340299a8cdfbc2b857ee1,PH,Error reading,2024-04-20T00:10:17.942120-04:00,April
662340389a8cdfbc2b857f11,PH,Error reading,2024-04-20T00:10:32.946982-04:00,April
662340479a8cdfbc2b857f41,PH,Error reading,2024-04-20T00:10:47.943069-04:00,April
662340569a8cdfbc2b857f71,PH,Error reading,2024-04-20T00:11:02.948217-04:00,April
662340659a8cdfbc2b857fa1,PH,Error reading,2024-04-20T00:11:17.952823-04:00,April
662340749a8cdfbc2b857fd1,PH,Error reading,2024-04-20T00:11:32.960867-04:00,April
662340839a8cdfbc2b858001,PH,Error reading,2024-04-20T00:11:47.965553-04:00,April
662340929a8cdfbc2b858031,PH,Error reading,2024-04-20T00:12:02.969056-04:00,April
662340a19a8cdfbc2b858061,PH,Error reading,2024-04-20T00:12:17.972997-04:00,April
662340b09a8cdfbc2b858091,PH,Error reading,2024-04-20T00:12:32.977910-04:00,April
662340bf9a8cdfbc2b8580c1,PH,Error reading,2024-04-20T00:12:47.982031-04:00,April
662340ce9a8cdfbc2b8580f1,PH,Error reading,2024-04-20T00:13:02.985938-04:00,April
662340dd9a8cdfbc2b858121,PH,Error reading,2024-04-20T00:13:17.991411-04:00,April
662340ec9a8cdfbc2b858151,PH,Error reading,2024-04-20T00:13:32.996998-04:00,April
662340fc9a8cdfbc2b858181,PH,Error reading,2024-04-20T00:13:48.001927-04:00,April
6623410b9a8cdfbc2b8581b1,PH,Error reading,2024-04-20T00:14:03.007114-04:00,April
6623411a9a8cdfbc2b8581e1,PH,Error reading,2024-04-20T00:14:18.012004-04:00,April
662341299a8cdfbc2b858211,PH,Error reading,2024-04-20T00:14:33.015975-04:00,April
662341389a8cdfbc2b858241,PH,Error reading,2024-04-20T00:14:48.019962-04:00,April
662341479a8cdfbc2b858271,PH,Error reading,2024-04-20T00:15:03.098975-04:00,April
662341569a8cdfbc2b8582a1,PH,Error reading,2024-04-20T00:15:18.029313-04:00,April
662341659a8cdfbc2b8582d1,PH,Error reading,2024-04-20T00:15:33.032740-04:00,April
662341749a8cdfbc2b858301,PH,Error reading,2024-04-20T00:15:48.036972-04:00,April
