_id,device,error,timestamp,month
6625e0c09a8cdfbc2b8de306,PH,Error reading,2024-04-22T00:00:00.284865-04:00,April
6625e0c89a8cdfbc2b8de31f,DO,Error reading,2024-04-22T00:00:08.792232-04:00,April
6625e0d69a8cdfbc2b8de34e,PH,Error reading,2024-04-22T00:00:22.796303-04:00,April
6625e0df9a8cdfbc2b8de367,DO,Error reading,2024-04-22T00:00:31.303352-04:00,April
6625e0ed9a8cdfbc2b8de396,PH,Error reading,2024-04-22T00:00:45.308708-04:00,April
6625e0f59a8cdfbc2b8de3af,DO,Error reading,2024-04-22T00:00:53.817249-04:00,April
6625e1039a8cdfbc2b8de3de,PH,Error reading,2024-04-22T00:01:07.818256-04:00,April
6625e10c9a8cdfbc2b8de3f7,DO,Error reading,2024-04-22T00:01:16.325550-04:00,April
6625e11a9a8cdfbc2b8de426,PH,Error reading,2024-04-22T00:01:30.326255-04:00,April
6625e1229a8cdfbc2b8de43f,DO,Error reading,2024-04-22T00:01:38.835212-04:00,April
6625e1309a8cdfbc2b8de46e,PH,Error reading,2024-04-22T00:01:52.838273-04:00,April
6625e1399a8cdfbc2b8de487,DO,Error reading,2024-04-22T00:02:01.347398-04:00,April
6625e1479a8cdfbc2b8de4b6,PH,Error reading,2024-04-22T00:02:15.349506-04:00,April
6625e14f9a8cdfbc2b8de4cf,DO,Error reading,2024-04-22T00:02:23.858606-04:00,April
6625e15d9a8cdfbc2b8de4fe,PH,Error reading,2024-04-22T00:02:37.862676-04:00,April
6625e1669a8cdfbc2b8de517,DO,Error reading,2024-04-22T00:02:46.370170-04:00,April
6625e1749a8cdfbc2b8de546,PH,Error reading,2024-04-22T00:03:00.376171-04:00,April
6625e17c9a8cdfbc2b8de55f,DO,Error reading,2024-04-22T00:03:08.882402-04:00,April
6625e18a9a8cdfbc2b8de58e,PH,Error reading,2024-04-22T00:03:22.887744-04:00,April
6625e1939a8cdfbc2b8de5a7,DO,Error reading,2024-04-22T00:03:31.394260-04:00,April
6625e1a19a8cdfbc2b8de5d6,PH,Error reading,2024-04-22T00:03:45.398084-04:00,April
6625e1a99a8cdfbc2b8de5ef,DO,Error reading,2024-04-22T00:03:53.903457-04:00,April
6625e1b79a8cdfbc2b8de61e,PH,Error reading,2024-04-22T00:04:07.905304-04:00,April
6625e1c09a8cdfbc2b8de637,DO,Error reading,2024-04-22T00:04:16.412257-04:00,April
6625e1ce9a8cdfbc2b8de666,PH,Error reading,2024-04-22T00:04:30.417429-04:00,April
6625e1d69a8cdfbc2b8de67f,DO,Error reading,2024-04-22T00:04:38.925035-04:00,April
6625e1e49a8cdfbc2b8de6ae,PH,Error reading,2024-04-22T00:04:52.930367-04:00,April
6625e1ed9a8cdfbc2b8de6c7,DO,Error reading,2024-04-22T00:05:01.438395-04:00,April
6625e1fb9a8cdfbc2b8de6f6,PH,Error reading,2024-04-22T00:05:15.442740-04:00,April
6625e2039a8cdfbc2b8de70f,DO,Error reading,2024-04-22T00:05:23.949262-04:00,April
6625e2119a8cdfbc2b8de73e,PH,Error reading,2024-04-22T00:05:37.951004-04:00,April
6625e21a9a8cdfbc2b8de757,DO,Error reading,2024-04-22T00:05:46.458327-04:00,April
6625e2289a8cdfbc2b8de786,PH,Error reading,2024-04-22T00:06:00.460114-04:00,April
6625e2309a8cdfbc2b8de79f,DO,Error reading,2024-04-22T00:06:08.969519-04:00,April
6625e23e9a8cdfbc2b8de7ce,PH,Error reading,2024-04-22T00:06:22.970863-04:00,April
6625e2479a8cdfbc2b8de7e7,DO,Error reading,2024-04-22T00:06:31.479977-04:00,April
6625e2559a8cdfbc2b8de816,PH,Error reading,2024-04-22T00:06:45.484919-04:00,April
6625e25d9a8cdfbc2b8de82f,DO,Error reading,2024-04-22T00:06:53.993084-04:00,April
6625e26b9a8cdfbc2b8de85e,PH,Error reading,2024-04-22T00:07:07.998113-04:00,April
6625e2749a8cdfbc2b8de877,DO,Error reading,2024-04-22T00:07:16.505162-04:00,April
6625e2829a8cdfbc2b8de8a6,PH,Error reading,2024-04-22T00:07:30.510692-04:00,April
6625e28b9a8cdfbc2b8de8bf,DO,Error reading,2024-04-22T00:07:39.017276-04:00,April
6625e2999a8cdfbc2b8de8ee,PH,Error reading,2024-04-22T00:07:53.018881-04:00,April
6625e2a19a8cdfbc2b8de907,DO,Error reading,2024-04-22T00:08:01.527024-04:00,April
6625e2af9a8cdfbc2b8de936,PH,Error reading,2024-04-22T00:08:15.528605-04:00,April
6625e2b89a8cdfbc2b8de94f,DO,Error reading,2024-04-22T00:08:24.035003-04:00,April
6625e2c69a8cdfbc2b8de97e,PH,Error reading,2024-04-22T00:08:38.039055-04:00,April
6625e2ce9a8cdfbc2b8de997,DO,Error reading,2024-04-22T00:08:46.547512-04:00,April
6625e2dc9a8cdfbc2b8de9c6,PH,Error reading,2024-04-22T00:09:00.550036-04:00,April
6625e2e59a8cdfbc2b8de9df,DO,Error reading,2024-04-22T00:09:09.056990-04:00,April
6625e2f39a8cdfbc2b8dea0e,PH,Error reading,2024-04-22T00:09:23.061192-04:00,April
6625e2fb9a8cdfbc2b8dea27,DO,Error reading,2024-04-22T00:09:31.567821-04:00,April
6625e3099a8cdfbc2b8dea56,PH,Error reading,2024-04-22T00:09:45.570967-04:00,April
6625e3129a8cdfbc2b8dea6f,DO,Error reading,2024-04-22T00:09:54.078043-04:00,April
6625e3209a8cdfbc2b8dea9e,PH,Error reading,2024-04-22T00:10:08.083377-04:00,April
6625e3289a8cdfbc2b8deab7,DO,Error reading,2024-04-22T00:10:16.590780-04:00,April
6625e3369a8cdfbc2b8deae6,PH,Error reading,2024-04-22T00:10:30.592947-04:00,April
6625e33f9a8cdfbc2b8deaff,DO,Error reading,2024-04-22T00:10:39.100302-04:00,April
6625e34d9a8cdfbc2b8deb2e,PH,Error reading,2024-04-22T00:10:53.102947-04:00,April
6625e3559a8cdfbc2b8deb47,DO,Error reading,2024-04-22T00:11:01.610085-04:00,April
6625e3639a8cdfbc2b8deb76,PH,Error reading,2024-04-22T00:11:15.614094-04:00,April
6625e36c9a8cdfbc2b8deb8f,DO,Error reading,2024-04-22T00:11:24.121963-04:00,April
6625e37a9a8cdfbc2b8debbe,PH,Error reading,2024-04-22T00:11:38.126982-04:00,April
6625e3829a8cdfbc2b8debd7,DO,Error reading,2024-04-22T00:11:46.634893-04:00,April
6625e3909a8cdfbc2b8dec06,PH,Error reading,2024-04-22T00:12:00.639029-04:00,April
6625e3999a8cdfbc2b8dec1f,DO,Error reading,2024-04-22T00:12:09.146916-04:00,April
6625e3a79a8cdfbc2b8dec4e,PH,Error reading,2024-04-22T00:12:23.149866-04:00,April
6625e3af9a8cdfbc2b8dec67,DO,Error reading,2024-04-22T00:12:31.659485-04:00,April
6625e3bd9a8cdfbc2b8dec96,PH,Error reading,2024-04-22T00:12:45.661999-04:00,April
6625e3c69a8cdfbc2b8decaf,DO,Error reading,2024-04-22T00:12:54.170645-04:00,April
6625e3d49a8cdfbc2b8decde,PH,Error reading,2024-04-22T00:13:08.172176-04:00,April
6625e3dc9a8cdfbc2b8decf7,DO,Error reading,2024-04-22T00:13:16.678753-04:00,April
6625e3ea9a8cdfbc2b8ded26,PH,Error reading,2024-04-22T00:13:30.681944-04:00,April
6625e3f39a8cdfbc2b8ded3f,DO,Error reading,2024-04-22T00:13:39.189101-04:00,April
6625e4019a8cdfbc2b8ded6e,PH,Error reading,2024-04-22T00:13:53.193104-04:00,April
6625e4099a8cdfbc2b8ded87,DO,Error reading,2024-04-22T00:14:01.701936-04:00,April
6625e4179a8cdfbc2b8dedb6,PH,Error reading,2024-04-22T00:14:15.707688-04:00,April
6625e4209a8cdfbc2b8dedcf,DO,Error reading,2024-04-22T00:14:24.214711-04:00,April
6625e42e9a8cdfbc2b8dedfe,PH,Error reading,2024-04-22T00:14:38.219926-04:00,April
6625e4369a8cdfbc2b8dee17,DO,Error reading,2024-04-22T00:14:46.728849-04:00,April
6625e4449a8cdfbc2b8dee46,PH,Error reading,2024-04-22T00:15:00.807761-04:00,April
6625e44d9a8cdfbc2b8dee5f,DO,Error reading,2024-04-22T00:15:09.240354-04:00,April
6625e45b9a8cdfbc2b8dee8e,PH,Error reading,2024-04-22T00:15:23.243910-04:00,April
6625e4639a8cdfbc2b8deea7,DO,Error reading,2024-04-22T00:15:31.751320-04:00,April
6625e4719a8cdfbc2b8deed6,PH,Error reading,2024-04-22T00:15:45.754823-04:00,April
6625e47a9a8cdfbc2b8deeef,DO,Error reading,2024-04-22T00:15:54.262131-04:00,April
6625e4889a8cdfbc2b8def1e,PH,Error reading,2024-04-22T00:16:08.264776-04:00,April
6625e4909a8cdfbc2b8def37,DO,Error reading,2024-04-22T00:16:16.773128-04:00,April
