_id,device,error,timestamp,month
6625e0c09a8cdfbc2b8de306,PH,Error reading,2024-04-22T00:00:00.284865-04:00,April
6625e34e9a8cdfbc2b8deb2f,DO,Error reading,2024-04-22T00:10:54.107124-04:00,April
6625e5e19a8cdfbc2b8df36e,PH,Error reading,2024-04-22T00:21:53.418183-04:00,April
6625e86f9a8cdfbc2b8dfb97,DO,Error reading,2024-04-22T00:32:47.234940-04:00,April
6625eb029a8cdfbc2b8e03d6,PH,Error reading,2024-04-22T00:43:46.532590-04:00,April
6625ed909a8cdfbc2b8e0bff,DO,Error reading,2024-04-22T00:54:40.347762-04:00,April
6625f0239a8cdfbc2b8e143e,PH,Error reading,2024-04-22T01:05:39.652483-04:00,April
6625f2b19a8cdfbc2b8e1c67,DO,Error reading,2024-04-22T01:16:33.507441-04:00,April
6625f5449a8cdfbc2b8e24a6,PH,Error reading,2024-04-22T01:27:32.740475-04:00,April
6625f7d29a8cdfbc2b8e2ccf,DO,Error reading,2024-04-22T01:38:26.522603-04:00,April
6625fa5e9a8cdfbc2b8e34f2,DO,Error reading,2024-04-22T01:49:18.800714-04:00,April
6625fcf29a8cdfbc2b8e3d31,PH,Error reading,2024-04-22T02:00:18.082515-04:00,April
6625ff7f9a8cdfbc2b8e455a,DO,Error reading,2024-04-22T02:11:11.879837-04:00,April
662602139a8cdfbc2b8e4d99,PH,Error reading,2024-04-22T02:22:11.186770-04:00,April
662604a09a8cdfbc2b8e55c2,DO,Error reading,2024-04-22T02:33:04.998260-04:00,April
662607349a8cdfbc2b8e5e01,PH,Error reading,2024-04-22T02:44:04.291055-04:00,April
662609c29a8cdfbc2b8e662a,DO,Error reading,2024-04-22T02:54:58.091233-04:00,April
66260c559a8cdfbc2b8e6e69,PH,Error reading,2024-04-22T03:05:57.374166-04:00,April
66260ee39a8cdfbc2b8e7692,DO,Error reading,2024-04-22T03:16:51.154270-04:00,April
662611769a8cdfbc2b8e7ed1,PH,Error reading,2024-04-22T03:27:50.431235-04:00,April
662614049a8cdfbc2b8e86fa,DO,Error reading,2024-04-22T03:38:44.233806-04:00,April
662616979a8cdfbc2b8e8f39,PH,Error reading,2024-04-22T03:49:43.510085-04:00,April
662619259a8cdfbc2b8e9762,DO,Error reading,2024-04-22T04:00:37.305188-04:00,April
66261bb89a8cdfbc2b8e9fa1,PH,Error reading,2024-04-22T04:11:36.585220-04:00,April
66261e469a8cdfbc2b8ea7ca,DO,Error reading,2024-04-22T04:22:30.330813-04:00,April
662620d99a8cdfbc2b8eb009,PH,Error reading,2024-04-22T04:33:29.603317-04:00,April
662623679a8cdfbc2b8eb832,DO,Error reading,2024-04-22T04:44:23.373123-04:00,April
662625fa9a8cdfbc2b8ec071,PH,Error reading,2024-04-22T04:55:22.618250-04:00,April
662628889a8cdfbc2b8ec89a,DO,Error reading,2024-04-22T05:06:16.338380-04:00,April
66262b1b9a8cdfbc2b8ed0d9,PH,Error reading,2024-04-22T05:17:15.576669-04:00,April
66262da99a8cdfbc2b8ed902,DO,Error reading,2024-04-22T05:28:09.312869-04:00,April
6626303c9a8cdfbc2b8ee141,PH,Error reading,2024-04-22T05:39:08.544335-04:00,April
662632ca9a8cdfbc2b8ee96a,DO,Error reading,2024-04-22T05:50:02.279604-04:00,April
6626355d9a8cdfbc2b8ef1a9,PH,Error reading,2024-04-22T06:01:01.509594-04:00,April
662637eb9a8cdfbc2b8ef9d2,DO,Error reading,2024-04-22T06:11:55.214940-04:00,April
66263a7e9a8cdfbc2b8f0211,PH,Error reading,2024-04-22T06:22:54.426274-04:00,April
66263d0c9a8cdfbc2b8f0a3a,DO,Error reading,2024-04-22T06:33:48.150275-04:00,April
66263f9f9a8cdfbc2b8f1279,PH,Error reading,2024-04-22T06:44:47.349829-04:00,April
6626422d9a8cdfbc2b8f1aa2,DO,Error reading,2024-04-22T06:55:41.084180-04:00,April
662644c09a8cdfbc2b8f22e1,PH,Error reading,2024-04-22T07:06:40.280228-04:00,April
6626474e9a8cdfbc2b8f2b0a,DO,Error reading,2024-04-22T07:17:34.907441-04:00,April
662649e39a8cdfbc2b8f3349,PH,Error reading,2024-04-22T07:28:35.327573-04:00,April
66264c729a8cdfbc2b8f3b72,DO,Error reading,2024-04-22T07:39:30.239117-04:00,April
66264f069a8cdfbc2b8f43b1,PH,Error reading,2024-04-22T07:50:30.718543-04:00,April
662651959a8cdfbc2b8f4bda,DO,Error reading,2024-04-22T08:01:25.794703-04:00,April
6626542a9a8cdfbc2b8f5419,PH,Error reading,2024-04-22T08:12:26.340517-04:00,April
