_id,device,feedback,timestamp,month
661df7c09a8cdfbc2b749ebf,ezoHumidity,sending data,2024-04-16T00:00:00.078210-04:00,April
661df7e79a8cdfbc2b749f47,ezoConductivity,sending data,2024-04-16T00:00:39.514872-04:00,April
661df8139a8cdfbc2b749fd1,ezoTemperature,sending data,2024-04-16T00:01:23.742212-04:00,April
661df8409a8cdfbc2b74a05b,ezoColor,sending data,2024-04-16T00:02:08.118823-04:00,April
661df86c9a8cdfbc2b74a0e5,ezoHumidity,sending data,2024-04-16T00:02:52.372695-04:00,April
661df8939a8cdfbc2b74a16d,ezoConductivity,sending data,2024-04-16T00:03:31.799290-04:00,April
661df8c09a8cdfbc2b74a1f7,ezoColor,sending data,2024-04-16T00:04:16.031437-04:00,April
661df8ec9a8cdfbc2b74a281,ezoHumidity,sending data,2024-04-16T00:05:00.407555-04:00,April
661df9139a8cdfbc2b74a309,ezoConductivity,sending data,2024-04-16T00:05:39.839604-04:00,April
661df9409a8cdfbc2b74a393,ezoCO2,sending data,2024-04-16T00:06:24.072280-04:00,April
661df96c9a8cdfbc2b74a41d,ezoColor,sending data,2024-04-16T00:07:08.442704-04:00,April
661df9989a8cdfbc2b74a4a7,ezoHumidity,sending data,2024-04-16T00:07:52.697062-04:00,April
661df9c09a8cdfbc2b74a52f,ezoConductivity,sending data,2024-04-16T00:08:32.134835-04:00,April
661df9ec9a8cdfbc2b74a5b9,ezoTemperature,sending data,2024-04-16T00:09:16.362118-04:00,April
661dfa189a8cdfbc2b74a643,ezoColor,sending data,2024-04-16T00:10:00.742043-04:00,April
661dfa459a8cdfbc2b74a6cd,ezoHumidity,sending data,2024-04-16T00:10:45.132490-04:00,April
661dfa6c9a8cdfbc2b74a755,ezoConductivity,sending data,2024-04-16T00:11:24.421674-04:00,April
661dfa989a8cdfbc2b74a7df,ezoColor,sending data,2024-04-16T00:12:08.663395-04:00,April
661dfac59a8cdfbc2b74a869,ezoHumidity,sending data,2024-04-16T00:12:53.039969-04:00,April
661dfaec9a8cdfbc2b74a8f1,ezoConductivity,sending data,2024-04-16T00:13:32.471173-04:00,April
661dfb189a8cdfbc2b74a97b,ezoCO2,sending data,2024-04-16T00:14:16.702392-04:00,April
661dfb459a8cdfbc2b74aa05,ezoColor,sending data,2024-04-16T00:15:01.082249-04:00,April
661dfb719a8cdfbc2b74aa8f,ezoHumidity,sending data,2024-04-16T00:15:45.333005-04:00,April
661dfb989a8cdfbc2b74ab17,ezoConductivity,sending data,2024-04-16T00:16:24.761619-04:00,April
661dfbc49a8cdfbc2b74aba1,ezoTemperature,sending data,2024-04-16T00:17:08.990516-04:00,April
661dfbf19a8cdfbc2b74ac2b,ezoColor,sending data,2024-04-16T00:17:53.370135-04:00,April
661dfc1d9a8cdfbc2b74acb5,ezoHumidity,sending data,2024-04-16T00:18:37.626674-04:00,April
661dfc459a8cdfbc2b74ad3d,ezoConductivity,sending data,2024-04-16T00:19:17.052056-04:00,April
661dfc719a8cdfbc2b74adc7,ezoColor,sending data,2024-04-16T00:20:01.292869-04:00,April
661dfc9d9a8cdfbc2b74ae51,ezoHumidity,sending data,2024-04-16T00:20:45.659618-04:00,April
661dfcc59a8cdfbc2b74aed9,ezoConductivity,sending data,2024-04-16T00:21:25.097610-04:00,April
661dfcf19a8cdfbc2b74af63,ezoCO2,sending data,2024-04-16T00:22:09.334016-04:00,April
661dfd1d9a8cdfbc2b74afed,ezoColor,sending data,2024-04-16T00:22:53.711014-04:00,April
