_id,data,timestamp,month
66136bc534b26beb103cd3f2,10.48,2024-04-08T00:00:05.508178-04:00,April
66136be834b26beb103cd458,10.38,2024-04-08T00:00:40.241438-04:00,April
66136c0a34b26beb103cd4be,10.44,2024-04-08T00:01:14.975820-04:00,April
66136c2d34b26beb103cd524,10.32,2024-04-08T00:01:49.709710-04:00,April
66136c5034b26beb103cd58a,10.33,2024-04-08T00:02:24.445923-04:00,April
66136c7334b26beb103cd5f0,10.43,2024-04-08T00:02:59.176673-04:00,April
66136c9534b26beb103cd656,10.54,2024-04-08T00:03:33.919908-04:00,April
66136cb834b26beb103cd6bc,10.32,2024-04-08T00:04:08.649379-04:00,April
66136cdb34b26beb103cd722,10.32,2024-04-08T00:04:43.386971-04:00,April
66136cfe34b26beb103cd788,10.35,2024-04-08T00:05:18.123371-04:00,April
66136d2034b26beb103cd7ee,10.28,2024-04-08T00:05:52.858643-04:00,April
66136d4334b26beb103cd854,10.44,2024-04-08T00:06:27.594107-04:00,April
66136d6634b26beb103cd8ba,10.33,2024-04-08T00:07:02.328719-04:00,April
66136d8934b26beb103cd920,10.47,2024-04-08T00:07:37.067288-04:00,April
66136dab34b26beb103cd986,10.38,2024-04-08T00:08:11.798234-04:00,April
66136dce34b26beb103cd9ec,10.4,2024-04-08T00:08:46.536210-04:00,April
66136df134b26beb103cda52,10.4,2024-04-08T00:09:21.273593-04:00,April
66136e1434b26beb103cdab8,10.48,2024-04-08T00:09:56.007710-04:00,April
66136e3634b26beb103cdb1e,10.42,2024-04-08T00:10:30.741364-04:00,April
66136e5934b26beb103cdb84,10.35,2024-04-08T00:11:05.474119-04:00,April
66136e7c34b26beb103cdbea,10.4,2024-04-08T00:11:40.210145-04:00,April
66136ea034b26beb103cdc50,10.24,2024-04-08T00:12:16.186918-04:00,April
66136ec134b26beb103cdcb6,10.5,2024-04-08T00:12:49.676230-04:00,April
66136ee434b26beb103cdd1c,10.43,2024-04-08T00:13:24.413799-04:00,April
66136f0734b26beb103cdd82,10.34,2024-04-08T00:13:59.149379-04:00,April
66136f2934b26beb103cdde8,10.56,2024-04-08T00:14:33.883616-04:00,April
66136f4c34b26beb103cde4e,10.37,2024-04-08T00:15:08.619494-04:00,April
66136f6f34b26beb103cdeb4,10.26,2024-04-08T00:15:43.353975-04:00,April
66136f9234b26beb103cdf1a,10.38,2024-04-08T00:16:18.089639-04:00,April
66136fb434b26beb103cdf80,10.42,2024-04-08T00:16:52.827504-04:00,April
66136fd734b26beb103cdfe6,10.44,2024-04-08T00:17:27.562706-04:00,April
66136ffa34b26beb103ce04c,10.44,2024-04-08T00:18:02.298399-04:00,April
6613701d34b26beb103ce0b2,10.56,2024-04-08T00:18:37.033194-04:00,April
6613703f34b26beb103ce118,10.48,2024-04-08T00:19:11.767109-04:00,April
6613706234b26beb103ce17e,10.43,2024-04-08T00:19:46.501662-04:00,April
6613708534b26beb103ce1e4,10.47,2024-04-08T00:20:21.236367-04:00,April
661370a734b26beb103ce24a,10.57,2024-04-08T00:20:55.970629-04:00,April
661370ca34b26beb103ce2b0,10.54,2024-04-08T00:21:30.706346-04:00,April
661370ed34b26beb103ce316,10.64,2024-04-08T00:22:05.440940-04:00,April
6613711034b26beb103ce37c,10.77,2024-04-08T00:22:40.177393-04:00,April
6613713234b26beb103ce3e2,10.81,2024-04-08T00:23:14.913531-04:00,April
6613715534b26beb103ce448,10.71,2024-04-08T00:23:49.645035-04:00,April
6613717834b26beb103ce4ae,10.79,2024-04-08T00:24:24.384176-04:00,April
6613719b34b26beb103ce514,10.79,2024-04-08T00:24:59.120161-04:00,April
661371bd34b26beb103ce57a,10.78,2024-04-08T00:25:33.854547-04:00,April
661371e034b26beb103ce5e0,10.77,2024-04-08T00:26:08.589170-04:00,April
6613720334b26beb103ce646,10.77,2024-04-08T00:26:43.326099-04:00,April
6613722634b26beb103ce6ac,10.8,2024-04-08T00:27:18.057614-04:00,April
6613724834b26beb103ce712,10.64,2024-04-08T00:27:52.793732-04:00,April
6613726b34b26beb103ce778,10.67,2024-04-08T00:28:27.527156-04:00,April
6613728e34b26beb103ce7de,10.73,2024-04-08T00:29:02.261318-04:00,April
661372b034b26beb103ce844,10.8,2024-04-08T00:29:36.996818-04:00,April
661372d334b26beb103ce8aa,10.86,2024-04-08T00:30:11.731460-04:00,April
661372f634b26beb103ce910,10.83,2024-04-08T00:30:46.463805-04:00,April
6613731934b26beb103ce976,10.91,2024-04-08T00:31:21.197962-04:00,April
6613733b34b26beb103ce9dc,10.89,2024-04-08T00:31:55.933864-04:00,April
6613735e34b26beb103cea42,10.89,2024-04-08T00:32:30.670161-04:00,April
6613738134b26beb103ceaa8,11.03,2024-04-08T00:33:05.392225-04:00,April
661373a434b26beb103ceb0e,11.01,2024-04-08T00:33:40.142038-04:00,April
661373c634b26beb103ceb74,11.04,2024-04-08T00:34:14.876995-04:00,April
661373e934b26beb103cebda,12.83,2024-04-08T00:34:49.614070-04:00,April
6613740c34b26beb103cec40,12.67,2024-04-08T00:35:24.349262-04:00,April
6613742f34b26beb103ceca6,12.66,2024-04-08T00:35:59.065137-04:00,April
6613745134b26beb103ced0c,12.27,2024-04-08T00:36:33.816253-04:00,April
6613747434b26beb103ced72,12.37,2024-04-08T00:37:08.553855-04:00,April
6613749734b26beb103cedd8,12.37,2024-04-08T00:37:43.286435-04:00,April
661374ba34b26beb103cee3e,12.26,2024-04-08T00:38:18.020899-04:00,April
661374dc34b26beb103ceea4,12.1,2024-04-08T00:38:52.756588-04:00,April
661374ff34b26beb103cef0a,12.64,2024-04-08T00:39:27.492741-04:00,April
6613752234b26beb103cef70,12.07,2024-04-08T00:40:02.224350-04:00,April
6613754434b26beb103cefd6,12.03,2024-04-08T00:40:36.959827-04:00,April
6613756734b26beb103cf03c,12.32,2024-04-08T00:41:11.693900-04:00,April
6613758a34b26beb103cf0a2,11.53,2024-04-08T00:41:46.427621-04:00,April
