_id,device,feedback,timestamp,month
66209ac19a8cdfbc2b7d0afd,ezoHumidity,sending data,2024-04-18T00:00:01.064628-04:00,April
66209b149a8cdfbc2b7d0c0f,ezoColor,sending data,2024-04-18T00:01:24.731935-04:00,April
66209b689a8cdfbc2b7d0d21,ezoConductivity,sending data,2024-04-18T00:02:48.546259-04:00,April
66209bc19a8cdfbc2b7d0e35,ezoColor,sending data,2024-04-18T00:04:17.159908-04:00,April
66209c149a8cdfbc2b7d0f47,ezoConductivity,sending data,2024-04-18T00:05:40.849963-04:00,April
66209c6d9a8cdfbc2b7d105b,ezoColor,sending data,2024-04-18T00:07:09.460093-04:00,April
66209cc19a8cdfbc2b7d116d,ezoConductivity,sending data,2024-04-18T00:08:33.141699-04:00,April
66209d199a8cdfbc2b7d1281,ezoHumidity,sending data,2024-04-18T00:10:01.760800-04:00,April
66209d6d9a8cdfbc2b7d1393,ezoCO2,sending data,2024-04-18T00:11:25.428135-04:00,April
66209dc69a8cdfbc2b7d14a7,ezoHumidity,sending data,2024-04-18T00:12:54.054267-04:00,April
66209e199a8cdfbc2b7d15b9,ezoTemperature,sending data,2024-04-18T00:14:17.714826-04:00,April
66209e729a8cdfbc2b7d16cd,ezoHumidity,sending data,2024-04-18T00:15:46.445623-04:00,April
66209ec69a8cdfbc2b7d17df,ezoColor,sending data,2024-04-18T00:17:10.013011-04:00,April
66209f199a8cdfbc2b7d18f1,ezoConductivity,sending data,2024-04-18T00:18:33.821248-04:00,April
66209f729a8cdfbc2b7d1a05,ezoColor,sending data,2024-04-18T00:20:02.435369-04:00,April
66209fc69a8cdfbc2b7d1b17,ezoConductivity,sending data,2024-04-18T00:21:26.128055-04:00,April
6620a01e9a8cdfbc2b7d1c2b,ezoColor,sending data,2024-04-18T00:22:54.737001-04:00,April
6620a0729a8cdfbc2b7d1d3d,ezoConductivity,sending data,2024-04-18T00:24:18.421330-04:00,April
6620a0cb9a8cdfbc2b7d1e51,ezoHumidity,sending data,2024-04-18T00:25:47.035736-04:00,April
6620a11e9a8cdfbc2b7d1f63,ezoCO2,sending data,2024-04-18T00:27:10.705529-04:00,April
6620a1779a8cdfbc2b7d2077,ezoHumidity,sending data,2024-04-18T00:28:39.339720-04:00,April
6620a1cb9a8cdfbc2b7d2189,ezoTemperature,sending data,2024-04-18T00:30:03.006692-04:00,April
6620a2239a8cdfbc2b7d229d,ezoHumidity,sending data,2024-04-18T00:31:31.638207-04:00,April
6620a2779a8cdfbc2b7d23af,ezoColor,sending data,2024-04-18T00:32:55.305760-04:00,April
6620a2cb9a8cdfbc2b7d24c1,ezoConductivity,sending data,2024-04-18T00:34:19.116195-04:00,April
6620a3239a8cdfbc2b7d25d5,ezoColor,sending data,2024-04-18T00:35:47.722645-04:00,April
6620a3779a8cdfbc2b7d26e7,ezoConductivity,sending data,2024-04-18T00:37:11.422469-04:00,April
6620a3d09a8cdfbc2b7d27fb,ezoColor,sending data,2024-04-18T00:38:40.030130-04:00,April
6620a4239a8cdfbc2b7d290d,ezoConductivity,sending data,2024-04-18T00:40:03.712174-04:00,April
6620a47c9a8cdfbc2b7d2a21,ezoHumidity,sending data,2024-04-18T00:41:32.329134-04:00,April
6620a4cf9a8cdfbc2b7d2b33,ezoCO2,sending data,2024-04-18T00:42:55.999086-04:00,April
6620a5289a8cdfbc2b7d2c47,ezoHumidity,sending data,2024-04-18T00:44:24.637308-04:00,April
6620a57c9a8cdfbc2b7d2d59,ezoTemperature,sending data,2024-04-18T00:45:48.299360-04:00,April
6620a5d49a8cdfbc2b7d2e6d,ezoHumidity,sending data,2024-04-18T00:47:16.924907-04:00,April
6620a6289a8cdfbc2b7d2f7f,ezoColor,sending data,2024-04-18T00:48:40.592905-04:00,April
6620a67c9a8cdfbc2b7d3091,ezoConductivity,sending data,2024-04-18T00:50:04.410990-04:00,April
6620a6d59a8cdfbc2b7d31a5,ezoColor,sending data,2024-04-18T00:51:33.017326-04:00,April
6620a7289a8cdfbc2b7d32b7,ezoConductivity,sending data,2024-04-18T00:52:56.705225-04:00,April
6620a7819a8cdfbc2b7d33cb,ezoColor,sending data,2024-04-18T00:54:25.321595-04:00,April
6620a7d49a8cdfbc2b7d34dd,ezoConductivity,sending data,2024-04-18T00:55:48.999670-04:00,April
6620a82d9a8cdfbc2b7d35f1,ezoHumidity,sending data,2024-04-18T00:57:17.613888-04:00,April
6620a8819a8cdfbc2b7d3703,ezoCO2,sending data,2024-04-18T00:58:41.281009-04:00,April
6620a8d99a8cdfbc2b7d3817,ezoHumidity,sending data,2024-04-18T01:00:09.902696-04:00,April
6620a92d9a8cdfbc2b7d3929,ezoTemperature,sending data,2024-04-18T01:01:33.570147-04:00,April
6620a9869a8cdfbc2b7d3a3d,ezoHumidity,sending data,2024-04-18T01:03:02.204213-04:00,April
6620a9d99a8cdfbc2b7d3b4f,ezoColor,sending data,2024-04-18T01:04:25.871489-04:00,April
6620aa2d9a8cdfbc2b7d3c61,ezoConductivity,sending data,2024-04-18T01:05:49.685554-04:00,April
6620aa869a8cdfbc2b7d3d75,ezoColor,sending data,2024-04-18T01:07:18.301836-04:00,April
6620aad99a8cdfbc2b7d3e87,ezoConductivity,sending data,2024-04-18T01:08:41.992814-04:00,April
6620ab329a8cdfbc2b7d3f9b,ezoColor,sending data,2024-04-18T01:10:10.599923-04:00,April
6620ab869a8cdfbc2b7d40ad,ezoConductivity,sending data,2024-04-18T01:11:34.281635-04:00,April
6620abde9a8cdfbc2b7d41c1,ezoHumidity,sending data,2024-04-18T01:13:02.904437-04:00,April
6620ac329a8cdfbc2b7d42d3,ezoCO2,sending data,2024-04-18T01:14:26.573056-04:00,April
6620ac8b9a8cdfbc2b7d43e7,ezoHumidity,sending data,2024-04-18T01:15:55.203720-04:00,April
6620acde9a8cdfbc2b7d44f9,ezoTemperature,sending data,2024-04-18T01:17:18.871851-04:00,April
6620ad379a8cdfbc2b7d460d,ezoHumidity,sending data,2024-04-18T01:18:47.600895-04:00,April
6620ad8b9a8cdfbc2b7d471f,ezoColor,sending data,2024-04-18T01:20:11.175842-04:00,April
6620adde9a8cdfbc2b7d4831,ezoConductivity,sending data,2024-04-18T01:21:34.988433-04:00,April
6620ae379a8cdfbc2b7d4945,ezoColor,sending data,2024-04-18T01:23:03.603135-04:00,April
6620ae8b9a8cdfbc2b7d4a57,ezoConductivity,sending data,2024-04-18T01:24:27.293417-04:00,April
6620aee39a8cdfbc2b7d4b6b,ezoColor,sending data,2024-04-18T01:25:55.902977-04:00,April
6620af379a8cdfbc2b7d4c7d,ezoConductivity,sending data,2024-04-18T01:27:19.582612-04:00,April
6620af909a8cdfbc2b7d4d91,ezoHumidity,sending data,2024-04-18T01:28:48.199170-04:00,April
6620afe39a8cdfbc2b7d4ea3,ezoCO2,sending data,2024-04-18T01:30:11.868257-04:00,April
6620b03c9a8cdfbc2b7d4fb7,ezoHumidity,sending data,2024-04-18T01:31:40.499708-04:00,April
6620b0909a8cdfbc2b7d50c9,ezoTemperature,sending data,2024-04-18T01:33:04.167850-04:00,April
6620b0e89a8cdfbc2b7d51dd,ezoHumidity,sending data,2024-04-18T01:34:32.801005-04:00,April
6620b13c9a8cdfbc2b7d52ef,ezoColor,sending data,2024-04-18T01:35:56.479878-04:00,April
6620b1909a8cdfbc2b7d5401,ezoConductivity,sending data,2024-04-18T01:37:20.275234-04:00,April
6620b1e89a8cdfbc2b7d5515,ezoColor,sending data,2024-04-18T01:38:48.886415-04:00,April
6620b23c9a8cdfbc2b7d5627,ezoConductivity,sending data,2024-04-18T01:40:12.593745-04:00,April
6620b2959a8cdfbc2b7d573b,ezoColor,sending data,2024-04-18T01:41:41.185486-04:00,April
6620b2e89a8cdfbc2b7d584d,ezoConductivity,sending data,2024-04-18T01:43:04.864617-04:00,April
6620b3419a8cdfbc2b7d5961,ezoHumidity,sending data,2024-04-18T01:44:33.478359-04:00,April
6620b3959a8cdfbc2b7d5a73,ezoCO2,sending data,2024-04-18T01:45:57.141430-04:00,April
6620b3ed9a8cdfbc2b7d5b87,ezoHumidity,sending data,2024-04-18T01:47:25.772182-04:00,April
6620b4419a8cdfbc2b7d5c99,ezoTemperature,sending data,2024-04-18T01:48:49.431232-04:00,April
6620b49a9a8cdfbc2b7d5dad,ezoHumidity,sending data,2024-04-18T01:50:18.057136-04:00,April
6620b4ed9a8cdfbc2b7d5ebf,ezoColor,sending data,2024-04-18T01:51:41.725676-04:00,April
6620b5419a8cdfbc2b7d5fd1,ezoConductivity,sending data,2024-04-18T01:53:05.532281-04:00,April
6620b59a9a8cdfbc2b7d60e5,ezoColor,sending data,2024-04-18T01:54:34.142185-04:00,April
6620b5ed9a8cdfbc2b7d61f7,ezoConductivity,sending data,2024-04-18T01:55:57.837785-04:00,April
6620b6469a8cdfbc2b7d630b,ezoColor,sending data,2024-04-18T01:57:26.451183-04:00,April
6620b69a9a8cdfbc2b7d641d,ezoConductivity,sending data,2024-04-18T01:58:50.127796-04:00,April
6620b6f29a8cdfbc2b7d6531,ezoHumidity,sending data,2024-04-18T02:00:18.745067-04:00,April
6620b7469a8cdfbc2b7d6643,ezoCO2,sending data,2024-04-18T02:01:42.410559-04:00,April
6620b79f9a8cdfbc2b7d6757,ezoHumidity,sending data,2024-04-18T02:03:11.041752-04:00,April
6620b7f29a8cdfbc2b7d6869,ezoTemperature,sending data,2024-04-18T02:04:34.703695-04:00,April
6620b84b9a8cdfbc2b7d697d,ezoHumidity,sending data,2024-04-18T02:06:03.337548-04:00,April
6620b89f9a8cdfbc2b7d6a8f,ezoColor,sending data,2024-04-18T02:07:27.002701-04:00,April
6620b8f29a8cdfbc2b7d6ba1,ezoConductivity,sending data,2024-04-18T02:08:50.811139-04:00,April
6620b94b9a8cdfbc2b7d6cb5,ezoColor,sending data,2024-04-18T02:10:19.426830-04:00,April
6620b99f9a8cdfbc2b7d6dc7,ezoConductivity,sending data,2024-04-18T02:11:43.117721-04:00,April
6620b9f79a8cdfbc2b7d6edb,ezoColor,sending data,2024-04-18T02:13:11.729811-04:00,April
6620ba4b9a8cdfbc2b7d6fed,ezoConductivity,sending data,2024-04-18T02:14:35.413550-04:00,April
6620baa49a8cdfbc2b7d7101,ezoHumidity,sending data,2024-04-18T02:16:04.028332-04:00,April
6620baf79a8cdfbc2b7d7213,ezoCO2,sending data,2024-04-18T02:17:27.695208-04:00,April
6620bb509a8cdfbc2b7d7327,ezoHumidity,sending data,2024-04-18T02:18:56.327302-04:00,April
6620bba39a8cdfbc2b7d7439,ezoTemperature,sending data,2024-04-18T02:20:19.986279-04:00,April
6620bbfc9a8cdfbc2b7d754d,ezoHumidity,sending data,2024-04-18T02:21:48.756048-04:00,April
6620bc509a8cdfbc2b7d765f,ezoColor,sending data,2024-04-18T02:23:12.291113-04:00,April
6620bca49a8cdfbc2b7d7771,ezoConductivity,sending data,2024-04-18T02:24:36.098251-04:00,April
6620bcfc9a8cdfbc2b7d7885,ezoColor,sending data,2024-04-18T02:26:04.706258-04:00,April
6620bd509a8cdfbc2b7d7997,ezoConductivity,sending data,2024-04-18T02:27:28.395572-04:00,April
6620bda99a8cdfbc2b7d7aab,ezoColor,sending data,2024-04-18T02:28:57.004241-04:00,April
6620bdfc9a8cdfbc2b7d7bbd,ezoConductivity,sending data,2024-04-18T02:30:20.684210-04:00,April
6620be559a8cdfbc2b7d7cd1,ezoHumidity,sending data,2024-04-18T02:31:49.299679-04:00,April
6620bea89a8cdfbc2b7d7de3,ezoCO2,sending data,2024-04-18T02:33:12.984032-04:00,April
6620bf019a8cdfbc2b7d7ef7,ezoHumidity,sending data,2024-04-18T02:34:41.607830-04:00,April
6620bf559a8cdfbc2b7d8009,ezoTemperature,sending data,2024-04-18T02:36:05.273181-04:00,April
6620bfad9a8cdfbc2b7d811d,ezoHumidity,sending data,2024-04-18T02:37:33.905186-04:00,April
6620c0019a8cdfbc2b7d822f,ezoColor,sending data,2024-04-18T02:38:57.578976-04:00,April
6620c0559a8cdfbc2b7d8341,ezoConductivity,sending data,2024-04-18T02:40:21.382397-04:00,April
6620c0ad9a8cdfbc2b7d8455,ezoColor,sending data,2024-04-18T02:41:49.986708-04:00,April
6620c1019a8cdfbc2b7d8567,ezoConductivity,sending data,2024-04-18T02:43:13.680038-04:00,April
6620c15a9a8cdfbc2b7d867b,ezoColor,sending data,2024-04-18T02:44:42.290374-04:00,April
6620c1ad9a8cdfbc2b7d878d,ezoConductivity,sending data,2024-04-18T02:46:05.971743-04:00,April
6620c2069a8cdfbc2b7d88a1,ezoHumidity,sending data,2024-04-18T02:47:34.589521-04:00,April
6620c25a9a8cdfbc2b7d89b3,ezoCO2,sending data,2024-04-18T02:48:58.267153-04:00,April
6620c2b29a8cdfbc2b7d8ac7,ezoHumidity,sending data,2024-04-18T02:50:26.887175-04:00,April
6620c3069a8cdfbc2b7d8bd9,ezoTemperature,sending data,2024-04-18T02:51:50.548800-04:00,April
6620c35f9a8cdfbc2b7d8ced,ezoHumidity,sending data,2024-04-18T02:53:19.188017-04:00,April
6620c3b29a8cdfbc2b7d8dff,ezoColor,sending data,2024-04-18T02:54:42.852938-04:00,April
6620c4069a8cdfbc2b7d8f11,ezoConductivity,sending data,2024-04-18T02:56:06.660052-04:00,April
6620c45f9a8cdfbc2b7d9025,ezoColor,sending data,2024-04-18T02:57:35.272298-04:00,April
6620c4b29a8cdfbc2b7d9137,ezoConductivity,sending data,2024-04-18T02:58:58.960564-04:00,April
6620c50b9a8cdfbc2b7d924b,ezoColor,sending data,2024-04-18T03:00:27.570394-04:00,April
6620c55f9a8cdfbc2b7d935d,ezoConductivity,sending data,2024-04-18T03:01:51.252173-04:00,April
6620c5b79a8cdfbc2b7d9471,ezoHumidity,sending data,2024-04-18T03:03:19.867217-04:00,April
6620c60b9a8cdfbc2b7d9583,ezoCO2,sending data,2024-04-18T03:04:43.525953-04:00,April
6620c6649a8cdfbc2b7d9697,ezoHumidity,sending data,2024-04-18T03:06:12.166268-04:00,April
6620c6b79a8cdfbc2b7d97a9,ezoTemperature,sending data,2024-04-18T03:07:35.833255-04:00,April
6620c7109a8cdfbc2b7d98bd,ezoHumidity,sending data,2024-04-18T03:09:04.468747-04:00,April
6620c7649a8cdfbc2b7d99cf,ezoColor,sending data,2024-04-18T03:10:28.136430-04:00,April
6620c7b79a8cdfbc2b7d9ae1,ezoConductivity,sending data,2024-04-18T03:11:51.948672-04:00,April
6620c8109a8cdfbc2b7d9bf5,ezoColor,sending data,2024-04-18T03:13:20.563304-04:00,April
6620c8649a8cdfbc2b7d9d07,ezoConductivity,sending data,2024-04-18T03:14:44.255743-04:00,April
6620c8bc9a8cdfbc2b7d9e1b,ezoColor,sending data,2024-04-18T03:16:12.863388-04:00,April
6620c9109a8cdfbc2b7d9f2d,ezoConductivity,sending data,2024-04-18T03:17:36.547928-04:00,April
6620c9699a8cdfbc2b7da041,ezoHumidity,sending data,2024-04-18T03:19:05.161945-04:00,April
6620c9bc9a8cdfbc2b7da153,ezoCO2,sending data,2024-04-18T03:20:28.830109-04:00,April
6620ca159a8cdfbc2b7da267,ezoHumidity,sending data,2024-04-18T03:21:57.463396-04:00,April
6620ca699a8cdfbc2b7da379,ezoTemperature,sending data,2024-04-18T03:23:21.119950-04:00,April
6620cac19a8cdfbc2b7da48d,ezoHumidity,sending data,2024-04-18T03:24:49.913412-04:00,April
6620cb159a8cdfbc2b7da59f,ezoColor,sending data,2024-04-18T03:26:13.427559-04:00,April
6620cb699a8cdfbc2b7da6b1,ezoConductivity,sending data,2024-04-18T03:27:37.229047-04:00,April
6620cbc19a8cdfbc2b7da7c5,ezoColor,sending data,2024-04-18T03:29:05.841556-04:00,April
6620cc159a8cdfbc2b7da8d7,ezoConductivity,sending data,2024-04-18T03:30:29.525827-04:00,April
6620cc6e9a8cdfbc2b7da9eb,ezoColor,sending data,2024-04-18T03:31:58.134599-04:00,April
6620ccc19a8cdfbc2b7daafd,ezoConductivity,sending data,2024-04-18T03:33:21.816617-04:00,April
6620cd1a9a8cdfbc2b7dac11,ezoHumidity,sending data,2024-04-18T03:34:50.429420-04:00,April
