_id,device,feedback,timestamp,month
661d6df29a8cdfbc2b72e614,ezoHumidity,sending data,2024-04-15T14:12:02.987924-04:00,April
661d6e0a9a8cdfbc2b72e67a,ezoColor,sending data,2024-04-15T14:12:26.593131-04:00,April
661d6e229a8cdfbc2b72e6e0,ezoCO2,sending data,2024-04-15T14:12:50.161604-04:00,April
661d6e399a8cdfbc2b72e746,ezoConductivity,sending data,2024-04-15T14:13:13.841126-04:00,April
661d6e549a8cdfbc2b72e7ac,ezoHumidity,sending data,2024-04-15T14:13:40.343929-04:00,April
661d6e6c9a8cdfbc2b72e812,ezoColor,sending data,2024-04-15T14:14:04.031673-04:00,April
661d6e839a8cdfbc2b72e878,ezoCO2,sending data,2024-04-15T14:14:27.603566-04:00,April
661d6e9b9a8cdfbc2b72e8de,ezoConductivity,sending data,2024-04-15T14:14:51.297796-04:00,April
661d6eb59a8cdfbc2b72e944,ezoHumidity,sending data,2024-04-15T14:15:17.784129-04:00,April
661d6ecd9a8cdfbc2b72e9aa,ezoColor,sending data,2024-04-15T14:15:41.466388-04:00,April
661d6ee59a8cdfbc2b72ea10,ezoCO2,sending data,2024-04-15T14:16:05.038340-04:00,April
661d6efc9a8cdfbc2b72ea76,ezoConductivity,sending data,2024-04-15T14:16:28.723327-04:00,April
661d6f179a8cdfbc2b72eadc,ezoHumidity,sending data,2024-04-15T14:16:55.224710-04:00,April
661d6f319a8cdfbc2b72eb45,ezoCO2,sending data,2024-04-15T14:17:21.805667-04:00,April
661d6f519a8cdfbc2b72ebb0,ezoHumidity,sending data,2024-04-15T14:17:53.306989-04:00,April
661d6f6c9a8cdfbc2b72ec1a,ezoConductivity,sending data,2024-04-15T14:18:20.889693-04:00,April
661d6f8c9a8cdfbc2b72ec85,ezoColor,sending data,2024-04-15T14:18:52.272690-04:00,April
661d6fab9a8cdfbc2b72ecf0,ezoHumidity,sending data,2024-04-15T14:19:23.796088-04:00,April
661d6fc79a8cdfbc2b72ed5a,ezoConductivity,sending data,2024-04-15T14:19:51.375737-04:00,April
661d6fe69a8cdfbc2b72edc5,ezoColor,sending data,2024-04-15T14:20:22.878179-04:00,April
661d70069a8cdfbc2b72ee30,ezoHumidity,sending data,2024-04-15T14:20:54.279089-04:00,April
661d70219a8cdfbc2b72ee9a,ezoConductivity,sending data,2024-04-15T14:21:21.907429-04:00,April
661d709a9a8cdfbc2b72ef03,ezoHumidity,sending data,2024-04-15T14:23:22.945094-04:00,April
661d70b59a8cdfbc2b72ef6c,ezoConductivity,sending data,2024-04-15T14:23:49.540548-04:00,April
661d70e49a8cdfbc2b72efd7,ezoColor,sending data,2024-04-15T14:24:36.439444-04:00,April
661d71009a8cdfbc2b72f041,ezoCO2,sending data,2024-04-15T14:25:04.126834-04:00,April
661d711b9a8cdfbc2b72f0ab,ezoConductivity,sending data,2024-04-15T14:25:31.941637-04:00,April
661d713a9a8cdfbc2b72f115,ezoHumidity,sending data,2024-04-15T14:26:02.554404-04:00,April
661d71569a8cdfbc2b72f17f,ezoColor,sending data,2024-04-15T14:26:30.353911-04:00,April
661d71729a8cdfbc2b72f1e9,ezoTemperature,sending data,2024-04-15T14:26:58.035679-04:00,April
661d71a19a8cdfbc2b72f252,ezoColor,sending data,2024-04-15T14:27:45.758798-04:00,April
661d71bd9a8cdfbc2b72f2bc,ezoTemperature,sending data,2024-04-15T14:28:13.439463-04:00,April
661d71d99a8cdfbc2b72f326,ezoConductivity,sending data,2024-04-15T14:28:41.261002-04:00,April
661d71f89a8cdfbc2b72f391,ezoHumidity,sending data,2024-04-15T14:29:12.871317-04:00,April
661d72159a8cdfbc2b72f3fc,ezoColor,sending data,2024-04-15T14:29:41.670799-04:00,April
661d723a9a8cdfbc2b72f46c,ezoHumidity,sending data,2024-04-15T14:30:18.209229-04:00,April
661d72599a8cdfbc2b72f4da,ezoCO2,sending data,2024-04-15T14:30:49.906474-04:00,April
661d727e9a8cdfbc2b72f54a,ezoColor,sending data,2024-04-15T14:31:26.558939-04:00,April
661d729e9a8cdfbc2b72f5b8,ezoConductivity,sending data,2024-04-15T14:31:58.274515-04:00,April
661d72c29a8cdfbc2b72f628,ezoTemperature,sending data,2024-04-15T14:32:34.787746-04:00,April
661d72e79a8cdfbc2b72f698,ezoHumidity,sending data,2024-04-15T14:33:11.442271-04:00,April
661d73079a8cdfbc2b72f706,ezoConductivity,sending data,2024-04-15T14:33:43.162423-04:00,April
661d732b9a8cdfbc2b72f776,ezoColor,sending data,2024-04-15T14:34:19.664917-04:00,April
661d73509a8cdfbc2b72f7e6,ezoHumidity,sending data,2024-04-15T14:34:56.311295-04:00,April
661d73709a8cdfbc2b72f854,ezoConductivity,sending data,2024-04-15T14:35:28.027563-04:00,April
661d73949a8cdfbc2b72f8c4,ezoColor,sending data,2024-04-15T14:36:04.658387-04:00,April
661d73b99a8cdfbc2b72f934,ezoHumidity,sending data,2024-04-15T14:36:41.197116-04:00,April
661d73d89a8cdfbc2b72f9a2,ezoCO2,sending data,2024-04-15T14:37:12.896695-04:00,April
661d73fd9a8cdfbc2b72fa12,ezoColor,sending data,2024-04-15T14:37:49.548289-04:00,April
661d741d9a8cdfbc2b72fa80,ezoConductivity,sending data,2024-04-15T14:38:21.261959-04:00,April
661d74419a8cdfbc2b72faf0,ezoTemperature,sending data,2024-04-15T14:38:57.783152-04:00,April
661d74669a8cdfbc2b72fb60,ezoHumidity,sending data,2024-04-15T14:39:34.429094-04:00,April
661d74869a8cdfbc2b72fbce,ezoConductivity,sending data,2024-04-15T14:40:06.150378-04:00,April
661d74aa9a8cdfbc2b72fc3e,ezoColor,sending data,2024-04-15T14:40:42.655375-04:00,April
661d74cf9a8cdfbc2b72fcae,ezoHumidity,sending data,2024-04-15T14:41:19.310229-04:00,April
661d74ef9a8cdfbc2b72fd1c,ezoConductivity,sending data,2024-04-15T14:41:51.026671-04:00,April
661d75139a8cdfbc2b72fd8c,ezoColor,sending data,2024-04-15T14:42:27.659488-04:00,April
661d75389a8cdfbc2b72fdfc,ezoHumidity,sending data,2024-04-15T14:43:04.197895-04:00,April
661d75579a8cdfbc2b72fe6a,ezoCO2,sending data,2024-04-15T14:43:35.898399-04:00,April
661d757c9a8cdfbc2b72feda,ezoColor,sending data,2024-04-15T14:44:12.631035-04:00,April
661d759c9a8cdfbc2b72ff48,ezoConductivity,sending data,2024-04-15T14:44:44.261904-04:00,April
661d75c09a8cdfbc2b72ffb8,ezoTemperature,sending data,2024-04-15T14:45:20.779657-04:00,April
661d75e59a8cdfbc2b730028,ezoHumidity,sending data,2024-04-15T14:45:57.432403-04:00,April
661d76059a8cdfbc2b730096,ezoConductivity,sending data,2024-04-15T14:46:29.154562-04:00,April
661d76299a8cdfbc2b730106,ezoColor,sending data,2024-04-15T14:47:05.659698-04:00,April
661d764e9a8cdfbc2b730176,ezoHumidity,sending data,2024-04-15T14:47:42.316119-04:00,April
661d766e9a8cdfbc2b7301e4,ezoConductivity,sending data,2024-04-15T14:48:14.032640-04:00,April
661d76929a8cdfbc2b730254,ezoColor,sending data,2024-04-15T14:48:50.669616-04:00,April
661d76b79a8cdfbc2b7302c4,ezoHumidity,sending data,2024-04-15T14:49:27.207806-04:00,April
