_id,data,timestamp
65ebecd41241735f89095868,258,2024-03-09T00:00:04.655461-05:00
65ebecda1241735f8909587f,255,2024-03-09T00:00:10.350136-05:00
65ebece01241735f89095896,258,2024-03-09T00:00:16.044635-05:00
65ebece51241735f890958ad,258,2024-03-09T00:00:21.737828-05:00
65ebeceb1241735f890958c4,255,2024-03-09T00:00:27.430851-05:00
65ebecf11241735f890958db,260,2024-03-09T00:00:33.125672-05:00
65ebecf61241735f890958f2,253,2024-03-09T00:00:38.817856-05:00
65ebecfc1241735f89095909,259,2024-03-09T00:00:44.511929-05:00
65ebed021241735f89095920,256,2024-03-09T00:00:50.208610-05:00
65ebed071241735f89095937,256,2024-03-09T00:00:55.901119-05:00
65ebed0d1241735f8909594e,259,2024-03-09T00:01:01.593103-05:00
65ebed131241735f89095965,255,2024-03-09T00:01:07.286210-05:00
65ebed181241735f8909597c,258,2024-03-09T00:01:12.980196-05:00
65ebed1e1241735f89095993,258,2024-03-09T00:01:18.674384-05:00
65ebed241241735f890959aa,256,2024-03-09T00:01:24.365233-05:00
65ebed2a1241735f890959c1,257,2024-03-09T00:01:30.057442-05:00
65ebed2f1241735f890959d8,260,2024-03-09T00:01:35.751484-05:00
65ebed351241735f890959ef,253,2024-03-09T00:01:41.447093-05:00
65ebed3b1241735f89095a06,262,2024-03-09T00:01:47.141882-05:00
65ebed401241735f89095a1d,253,2024-03-09T00:01:52.836880-05:00
65ebed461241735f89095a34,259,2024-03-09T00:01:58.530428-05:00
65ebed4c1241735f89095a4b,257,2024-03-09T00:02:04.222008-05:00
65ebed511241735f89095a62,256,2024-03-09T00:02:09.918311-05:00
65ebed571241735f89095a79,259,2024-03-09T00:02:15.613897-05:00
65ebed5d1241735f89095a90,256,2024-03-09T00:02:21.307516-05:00
65ebed631241735f89095aa7,259,2024-03-09T00:02:27.002044-05:00
65ebed681241735f89095abe,258,2024-03-09T00:02:32.693509-05:00
65ebed6e1241735f89095ad5,253,2024-03-09T00:02:38.387716-05:00
65ebed741241735f89095aec,261,2024-03-09T00:02:44.081887-05:00
65ebed791241735f89095b03,254,2024-03-09T00:02:49.773765-05:00
65ebed7f1241735f89095b1a,257,2024-03-09T00:02:55.466854-05:00
